tablet_name,bbox_glyph,mzl_label
VAT13604Vs_o,"[1509, 814, 1684, 939]",113
VAT13604Vs_o,"[1685, 801, 1980, 981]",641
VAT13604Vs_o,"[2097, 831, 2227, 958]",839
VAT13604Vs_o,"[2213, 791, 2445, 962]",761
VAT13604Vs_o,"[2380, 817, 2594, 990]",176
VAT13604Vs_o,"[2561, 821, 2772, 970]",553
VAT13604Vs_o,"[2689, 838, 2922, 1002]",176
VAT13604Vs_o,"[2880, 817, 3032, 994]",255
VAT13604Vs_o,"[400, 1010, 625, 1165]",552
VAT13604Vs_o,"[558, 1042, 665, 1131]",1
VAT13604Vs_o,"[659, 969, 909, 1165]",698
VAT13604Vs_o,"[857, 974, 1090, 1137]",808
VAT13604Vs_o,"[1013, 963, 1209, 1126]",113
VAT13604Vs_o,"[1175, 961, 1354, 1142]",596
VAT13604Vs_o,"[1345, 982, 1528, 1121]",9
VAT13604Vs_o,"[1516, 967, 1740, 1125]",98
VAT13604Vs_o,"[1724, 969, 1994, 1118]",511
VAT13604Vs_o,"[1955, 957, 2144, 1107]",579
VAT13604Vs_o,"[2134, 985, 2416, 1132]",498
VAT13604Vs_o,"[2430, 996, 2575, 1129]",859
VAT13604Vs_o,"[2526, 979, 2701, 1146]",641
VAT13604Vs_o,"[2689, 996, 2820, 1161]",379
VAT13604Vs_o,"[2790, 991, 3035, 1150]",381
VAT13604Vs_o,"[360, 1159, 581, 1307]",641
VAT13604Vs_o,"[545, 1124, 718, 1291]",596
VAT13604Vs_o,"[715, 1145, 993, 1288]",490
VAT13604Vs_o,"[989, 1080, 1342, 1281]",313
VAT13604Vs_o,"[1346, 1122, 1699, 1282]",750
VAT13604Vs_o,"[1681, 1099, 2135, 1242]",86
VAT13604Vs_o,"[2241, 1121, 2635, 1289]",120
VAT13604Vs_o,"[2635, 1119, 3031, 1264]",326
VAT13604Vs_o,"[228, 1302, 396, 1483]",825
VAT13604Vs_o,"[318, 1300, 519, 1456]",141
VAT13604Vs_o,"[516, 1269, 734, 1413]",298
VAT13604Vs_o,"[721, 1305, 824, 1422]",748
VAT13604Vs_o,"[816, 1289, 1004, 1426]",10
VAT13604Vs_o,"[990, 1276, 1218, 1410]",495
VAT13604Vs_o,"[1209, 1268, 1368, 1415]",839
VAT13604Vs_o,"[1344, 1274, 1542, 1403]",10
VAT13604Vs_o,"[1498, 1223, 1745, 1389]",695
VAT13604Vs_o,"[1719, 1249, 1956, 1396]",596
VAT13604Vs_o,"[2478, 1245, 2745, 1389]",350
VAT13604Vs_o,"[2768, 1256, 3038, 1405]",10
VAT13604Vs_o,"[199, 1472, 375, 1620]",834
VAT13604Vs_o,"[331, 1445, 521, 1603]",746
VAT13604Vs_o,"[512, 1418, 703, 1568]",754
VAT13604Vs_o,"[672, 1428, 747, 1545]",661
VAT13604Vs_o,"[740, 1436, 809, 1546]",825
VAT13604Vs_o,"[809, 1418, 1064, 1579]",248
VAT13604Vs_o,"[1053, 1405, 1207, 1556]",839
VAT13604Vs_o,"[1171, 1412, 1386, 1558]",10
VAT13604Vs_o,"[1381, 1401, 1492, 1540]",859
VAT13604Vs_o,"[1483, 1368, 1689, 1532]",548
VAT13604Vs_o,"[1938, 1388, 2133, 1520]",9
VAT13604Vs_o,"[2134, 1366, 2348, 1534]",358
VAT13604Vs_o,"[2334, 1390, 2667, 1524]",24
VAT13604Vs_o,"[2625, 1375, 2876, 1562]",900
VAT13604Vs_o,"[2873, 1371, 3042, 1529]",552
VAT13604Vs_o,"[215, 1620, 397, 1778]",808
VAT13604Vs_o,"[395, 1586, 554, 1736]",839
VAT13604Vs_o,"[521, 1561, 892, 1716]",587
VAT13604Vs_o,"[884, 1537, 1214, 1689]",242
VAT13604Vs_o,"[1151, 1519, 1472, 1670]",127
VAT13604Vs_o,"[1465, 1537, 1592, 1696]",859
VAT13604Vs_o,"[1580, 1526, 1713, 1693]",380
VAT13604Vs_o,"[2040, 1541, 2196, 1682]",839
VAT13604Vs_o,"[2148, 1554, 2374, 1696]",10
VAT13604Vs_o,"[2309, 1551, 2538, 1690]",170
VAT13604Vs_o,"[2536, 1535, 2650, 1682]",380
VAT13604Vs_o,"[2631, 1543, 2844, 1710]",143
VAT13604Vs_o,"[2760, 1537, 2930, 1692]",110
VAT13604Vs_o,"[2923, 1522, 3028, 1685]",859
VAT13604Vs_o,"[480, 1747, 591, 1930]",839
VAT13604Vs_o,"[580, 1696, 838, 1880]",561
VAT13604Vs_o,"[827, 1670, 1204, 1855]",84
VAT13604Vs_o,"[1177, 1654, 1436, 1840]",350
VAT13604Vs_o,"[1426, 1679, 1715, 1838]",10
VAT13604Vs_o,"[1986, 1652, 2347, 1830]",499
VAT13604Vs_o,"[2421, 1689, 2623, 1842]",851
VAT13604Vs_o,"[2712, 1673, 2998, 1846]",900
VAT13604Vs_o,"[637, 1874, 890, 2028]",207
VAT13604Vs_o,"[882, 1853, 1160, 2023]",552
VAT13604Vs_o,"[1158, 1850, 1345, 2002]",859
VAT13604Vs_o,"[1355, 1834, 1643, 1991]",10
VAT13604Vs_o,"[1635, 1835, 1771, 1982]",859
VAT13604Vs_o,"[1748, 1817, 2026, 1982]",110
VAT13604Vs_o,"[1992, 1854, 2332, 2006]",362
VAT13604Vs_o,"[2321, 1849, 2650, 1992]",85
VAT13604Vs_o,"[2651, 1820, 2853, 1983]",859
VAT13604Vs_o,"[2812, 1826, 3029, 1962]",10
VAT13604Vs_o,"[695, 2024, 975, 2197]",271
VAT13604Vs_o,"[959, 2014, 1214, 2169]",490
VAT13604Vs_o,"[1216, 2001, 1384, 2162]",469
VAT13604Vs_o,"[1369, 1975, 1701, 2157]",541
VAT13604Vs_o,"[2105, 2008, 2365, 2155]",514
VAT13604Vs_o,"[2358, 1977, 2541, 2128]",358
VAT13604Vs_o,"[2495, 2000, 2683, 2150]",808
VAT13604Vs_o,"[2675, 1970, 2794, 2155]",851
VAT13604Vs_o,"[2769, 1961, 2953, 2109]",16
VAT13604Vs_o,"[490, 2228, 690, 2381]",98
VAT13604Vs_o,"[967, 2163, 1115, 2310]",579
VAT13604Vs_o,"[1115, 2166, 1383, 2329]",498
VAT13604Vs_o,"[1372, 2136, 1927, 2310]",493
VAT13604Vs_o,"[1915, 2163, 2239, 2329]",552
VAT13604Vs_o,"[2233, 2141, 2464, 2319]",640
VAT13604Vs_o,"[396, 2462, 651, 2609]",495
VAT13604Vs_o,"[642, 2438, 820, 2589]",839
VAT13604Vs_o,"[802, 2411, 921, 2579]",661
VAT13604Vs_o,"[907, 2400, 1146, 2575]",10
VAT13604Vs_o,"[1114, 2365, 1354, 2528]",695
VAT13604Vs_o,"[1325, 2362, 1495, 2547]",596
VAT13604Vs_o,"[1477, 2374, 1675, 2511]",10
VAT13604Vs_o,"[1952, 2396, 2203, 2546]",142
VAT13604Vs_o,"[366, 2586, 584, 2750]",736
VAT13604Vs_o,"[558, 2564, 825, 2742]",111
VAT13604Vs_o,"[812, 2568, 1112, 2704]",24
VAT13604Vs_o,"[1406, 2560, 1718, 2716]",498
VAT13604Vs_o,"[2496, 2509, 2738, 2677]",164
VAT13604Vs_o,"[2779, 2485, 3018, 2664]",724
VAT13604Vs_o,"[567, 2740, 871, 2881]",252
VAT13604Vs_o,"[2136, 2685, 2464, 2849]",753
VAT13604Vs_o,"[2456, 2634, 2739, 2808]",812
VAT13604Vs_o,"[2766, 2597, 2995, 2773]",118
VAT13604Vs_o,"[402, 2914, 629, 3067]",495
VAT13604Vs_o,"[617, 2890, 775, 3035]",839
VAT13604Vs_o,"[752, 2869, 865, 3019]",661
VAT13604Vs_o,"[853, 2876, 1051, 3002]",10
VAT13604Vs_o,"[1321, 2812, 1509, 2991]",596
VAT13604Vs_o,"[1476, 2828, 1753, 3000]",1
VAT13604Vs_o,"[1761, 2809, 1951, 2967]",596
VAT13604Vs_o,"[2191, 2801, 2526, 2994]",10
VAT13604Vs_o,"[2526, 2793, 2777, 2941]",380
VAT13604Vs_o,"[2782, 2746, 3013, 2901]",495
VAT13604Vs_o,"[427, 3040, 690, 3178]",736
VAT13604Vs_o,"[684, 3031, 955, 3183]",380
VAT13604Vs_o,"[957, 2995, 1356, 3152]",260
VAT13604Vs_o,"[1356, 2997, 1705, 3130]",252
VAT13604Vs_o,"[1704, 2940, 1920, 3106]",113
VAT13604Vs_o,"[2068, 2969, 2295, 3129]",851
VAT13604Vs_o,"[2453, 2904, 2785, 3069]",690
VAT13604Vs_o,"[2785, 2861, 3018, 3045]",552
VAT13604Vs_o,"[431, 3174, 719, 3352]",380
VAT13604Vs_o,"[684, 3146, 984, 3338]",736
VAT13604Vs_o,"[977, 3117, 1314, 3304]",110
VAT13604Vs_o,"[1271, 3125, 1502, 3282]",711
VAT13604Vs_o,"[1479, 3093, 1744, 3298]",120
VAT13604Vs_o,"[1742, 3116, 1902, 3274]",839
VAT13604Vs_o,"[2087, 3053, 2460, 3252]",580
VAT13604Vs_o,"[2453, 3030, 2753, 3213]",828
VAT13604Vs_o,"[2762, 3028, 3011, 3195]",172
VAT13604Vs_o,"[617, 3318, 865, 3474]",98
VAT13604Vs_o,"[908, 3298, 1321, 3463]",511
VAT13604Vs_o,"[1312, 3273, 1518, 3446]",579
VAT13604Vs_o,"[1542, 3273, 1890, 3432]",498
VAT13604Vs_o,"[1960, 3241, 2466, 3419]",10
VAT13604Vs_o,"[2465, 3211, 2760, 3378]",380
VAT13604Vs_o,"[2776, 3147, 3021, 3316]",498
VAT13604Vs_o,"[607, 3468, 938, 3634]",495
VAT13604Vs_o,"[1224, 3472, 1425, 3594]",252
VAT13604Vs_o,"[1422, 3453, 1677, 3594]",132
VAT13604Vs_o,"[1638, 3404, 1894, 3588]",808
VAT13604Vs_o,"[1987, 3425, 2291, 3561]",552
VAT13604Vs_o,"[2258, 3370, 2654, 3586]",889
VAT13604Vs_o,"[2624, 3316, 2842, 3498]",98
VAT13604Vs_o,"[641, 3621, 788, 3768]",601
VAT13604Vs_o,"[1080, 3618, 1260, 3766]",859
VAT13604Vs_o,"[1242, 3593, 1587, 3749]",137
VAT13604Vs_o,"[1568, 3598, 1844, 3750]",380
VAT13604Vs_o,"[1844, 3577, 1953, 3724]",661
VAT13604Vs_o,"[1935, 3591, 2155, 3733]",812
VAT13604Vs_o,"[2141, 3546, 2441, 3727]",490
VAT13604Vs_o,"[2442, 3521, 2583, 3698]",631
VAT13604Vs_o,"[2569, 3493, 2878, 3678]",736
VAT13604Vs_o,"[1400, 3737, 1558, 3924]",631
VAT13604Vs_o,"[1859, 3728, 2120, 3909]",596
VAT13604Vs_o,"[2110, 3734, 2303, 3928]",859
VAT13604Vs_o,"[2255, 3726, 2544, 3881]",10
VAT13604Vs_o,"[2545, 3686, 2761, 3857]",747
VAT13604Vs_o,"[2792, 3655, 3011, 3815]",98
VAT13604Vs_o,"[1617, 3930, 1851, 4056]",10
VAT13604Vs_o,"[1851, 3911, 2209, 4050]",754
VAT13604Vs_o,"[2199, 3870, 2502, 4016]",567
VAT13604Vs_o,"[2497, 3852, 2788, 4004]",580
VAT13604Vs_o,"[2785, 3780, 3000, 3981]",118
VAT13604Vs_o,"[1673, 4062, 2193, 4222]",754
VAT13604Vs_o,"[2237, 3985, 2737, 4179]",733
VAT13604Vs_o,"[2810, 3969, 3014, 4168]",754
VAT13604Vs_o,"[1199, 4222, 1477, 4377]",839
VAT13604Vs_o,"[1463, 4201, 1828, 4350]",567
VAT13604Vs_o,"[1800, 4188, 2098, 4365]",118
VAT13604Vs_o,"[2107, 4198, 2339, 4362]",99
VAT13604Vs_o,"[2332, 4200, 2607, 4345]",10
VAT13604Vs_o,"[2608, 4184, 2804, 4316]",380
VAT13604Vs_o,"[2791, 4118, 3020, 4314]",552
VAT13604Vs_o,"[1430, 4379, 1644, 4516]",839
VAT13604Vs_o,"[1918, 4369, 2101, 4502]",839
VAT13604Vs_o,"[2126, 4361, 2279, 4482]",839
VAT13604Vs_o,"[2423, 4332, 2688, 4501]",808
VAT13604Vs_o,"[2740, 4324, 2999, 4459]",112
VAT13604Rs_r,"[2142, 269, 2338, 422]",578
VAT13604Rs_r,"[2408, 277, 2777, 408]",10
VAT13604Rs_r,"[2779, 256, 3083, 412]",380
VAT13604Rs_r,"[2021, 404, 2380, 557]",484
VAT13604Rs_r,"[2510, 381, 2688, 522]",578
VAT13604Rs_r,"[2833, 380, 3090, 517]",839
VAT13604Rs_r,"[1847, 542, 2178, 626]",1
VAT13604Rs_r,"[2184, 515, 2597, 656]",16
VAT13604Rs_r,"[2745, 498, 3000, 639]",98
VAT13604Rs_r,"[1853, 620, 2307, 807]",85
VAT13604Rs_r,"[2295, 668, 2438, 817]",748
VAT13604Rs_r,"[2393, 644, 2759, 808]",10
VAT13604Rs_r,"[2759, 653, 3049, 790]",498
VAT13604Rs_r,"[1881, 820, 2009, 979]",748
VAT13604Rs_r,"[1960, 789, 2258, 937]",737
VAT13604Rs_r,"[2197, 783, 2449, 971]",869
VAT13604Rs_r,"[2370, 811, 2521, 982]",839
VAT13604Rs_r,"[2515, 802, 2702, 975]",839
VAT13604Rs_r,"[2689, 781, 3065, 940]",180
VAT13604Rs_r,"[1961, 1014, 2418, 1158]",24
VAT13604Rs_r,"[2389, 1004, 2752, 1183]",491
VAT13604Rs_r,"[2770, 1010, 3038, 1153]",552
VAT13604Rs_r,"[1878, 1175, 2189, 1287]",1
VAT13604Rs_r,"[2172, 1151, 2453, 1303]",737
VAT13604Rs_r,"[2535, 1177, 2740, 1337]",859
VAT13604Rs_r,"[2775, 1132, 3044, 1308]",552
VAT13604Rs_r,"[1765, 1316, 2146, 1427]",750
VAT13604Rs_r,"[2130, 1311, 2382, 1472]",808
VAT13604Rs_r,"[2336, 1339, 2645, 1452]",14
VAT13604Rs_r,"[2602, 1283, 2909, 1467]",635
VAT13604Rs_r,"[2873, 1269, 3058, 1426]",869
VAT13604Rs_r,"[745, 1529, 1121, 1647]",14
VAT13604Rs_r,"[1896, 1435, 2121, 1604]",869
VAT13604Rs_r,"[2381, 1458, 2697, 1633]",110
VAT13604Rs_r,"[2786, 1426, 3013, 1617]",358
VAT13604Rs_r,"[475, 1664, 834, 1854]",184
VAT13604Rs_r,"[795, 1642, 1035, 1831]",120
VAT13604Rs_r,"[970, 1653, 1279, 1805]",16
VAT13604Rs_r,"[1269, 1638, 1501, 1783]",552
VAT13604Rs_r,"[1511, 1634, 1769, 1775]",552
VAT13604Rs_r,"[1980, 1564, 2167, 1776]",599
VAT13604Rs_r,"[2131, 1610, 2297, 1775]",869
VAT13604Rs_r,"[2246, 1585, 2420, 1782]",612
VAT13604Rs_r,"[2375, 1602, 2604, 1793]",596
VAT13604Rs_r,"[2542, 1643, 2830, 1773]",24
VAT13604Rs_r,"[2829, 1593, 3095, 1764]",24
VAT13604Rs_r,"[414, 1821, 788, 1976]",511
VAT13604Rs_r,"[829, 1812, 1001, 1982]",859
VAT13604Rs_r,"[986, 1808, 1171, 1963]",839
VAT13604Rs_r,"[1126, 1810, 1343, 1978]",869
VAT13604Rs_r,"[1495, 1766, 1731, 1969]",596
VAT13604Rs_r,"[1737, 1807, 1896, 1979]",748
VAT13604Rs_r,"[2010, 1785, 2192, 1967]",839
VAT13604Rs_r,"[2132, 1748, 2479, 1937]",756
VAT13604Rs_r,"[2466, 1758, 2791, 1949]",111
VAT13604Rs_r,"[2766, 1754, 3044, 1928]",552
VAT13604Rs_r,"[249, 2031, 344, 2181]",748
VAT13604Rs_r,"[767, 1976, 984, 2124]",869
VAT13604Rs_r,"[942, 1945, 1265, 2135]",112
VAT13604Rs_r,"[1290, 1947, 1540, 2153]",724
VAT13604Rs_r,"[1537, 1940, 1769, 2147]",120
VAT13604Rs_r,"[1760, 1954, 2071, 2091]",9
VAT13604Rs_r,"[2056, 1937, 2369, 2101]",812
VAT13604Rs_r,"[2365, 1921, 2738, 2072]",112
VAT13604Rs_r,"[2716, 1914, 3010, 2082]",812
VAT13604Rs_r,"[242, 2154, 388, 2341]",748
VAT13604Rs_r,"[380, 2152, 706, 2316]",495
VAT13604Rs_r,"[779, 2123, 1013, 2262]",869
VAT13604Rs_r,"[1835, 2091, 2158, 2244]",181
VAT13604Rs_r,"[2101, 2047, 2517, 2229]",736
VAT13604Rs_r,"[2706, 2033, 3016, 2226]",552
VAT13604Rs_r,"[708, 2281, 1038, 2461]",89
VAT13604Rs_r,"[1841, 2238, 2307, 2393]",112
VAT13604Rs_r,"[2310, 2220, 2619, 2401]",589
VAT13604Rs_r,"[2800, 2198, 2984, 2384]",869
VAT13604Rs_r,"[2669, 2471, 2795, 2655]",631
VAT13604Rs_r,"[2812, 2458, 2952, 2675]",839
VAT13604Rs_r,"[269, 3117, 554, 3293]",298
VAT13604Rs_r,"[542, 3114, 835, 3277]",142
VAT13604Rs_r,"[1082, 3080, 1424, 3247]",469
VAT13604Rs_r,"[1437, 3056, 1755, 3195]",15
VAT13604Rs_r,"[2025, 2941, 2426, 3115]",140
VAT13604Rs_r,"[2671, 2931, 2877, 3141]",856
VAT13604Rs_r,"[229, 3509, 545, 3702]",641
VAT13604Rs_r,"[601, 3512, 782, 3700]",748
VAT13604Rs_r,"[908, 3471, 1180, 3641]",737
VAT13604Rs_r,"[1142, 3417, 1512, 3611]",585
VAT13604Rs_r,"[1464, 3435, 1832, 3591]",10
VAT13604Rs_r,"[1727, 3379, 2121, 3604]",464
VAT13604Rs_r,"[2118, 3389, 2455, 3572]",514
VAT13604Rs_r,"[2454, 3336, 2772, 3495]",120
VAT13604Rs_r,"[2770, 3305, 2986, 3478]",120
VAT13604Rs_r,"[229, 3916, 577, 4074]",255
VAT13604Rs_r,"[580, 3884, 726, 4054]",748
VAT13604Rs_r,"[754, 3882, 1000, 4024]",10
VAT13604Rs_r,"[991, 3814, 1232, 4017]",596
VAT13604Rs_r,"[1173, 3812, 1534, 3984]",807
VAT13604Rs_r,"[1559, 3800, 1947, 3982]",380
VAT13604Rs_r,"[1944, 3762, 2374, 3925]",514
VAT13604Rs_r,"[2373, 3721, 2672, 3927]",120
VAT13604Rs_r,"[2678, 3688, 2986, 3923]",120
VAT08803Vs_o,"[2752, 4855, 2959, 4980]",15
VAT08803Vs_o,"[2444, 4813, 2734, 4958]",297
VAT08803Vs_o,"[2311, 4815, 2452, 4957]",851
VAT08803Vs_o,"[2162, 4811, 2333, 4949]",469
VAT08803Vs_o,"[1923, 4797, 2143, 4950]",118
VAT08803Vs_o,"[1720, 4803, 1970, 4951]",223
VAT08803Vs_o,"[1513, 4778, 1778, 4932]",561
VAT08803Vs_o,"[1311, 4784, 1523, 4917]",89
VAT08803Vs_o,"[1204, 4774, 1307, 4903]",661
VAT08803Vs_o,"[1023, 4773, 1210, 4909]",118
VAT08803Vs_o,"[846, 4760, 1029, 4906]",137
VAT08803Vs_o,"[630, 4777, 849, 4918]",85
VAT08803Vs_o,"[550, 4765, 677, 4925]",748
VAT08803Vs_o,"[448, 4780, 562, 4924]",859
VAT08803Vs_o,"[349, 4787, 464, 4927]",825
VAT08803Vs_o,"[216, 4785, 361, 4927]",10
VAT08803Vs_o,"[2754, 4719, 2975, 4851]",14
VAT08803Vs_o,"[2465, 4699, 2734, 4834]",350
VAT08803Vs_o,"[2261, 4697, 2470, 4822]",10
VAT08803Vs_o,"[2019, 4683, 2272, 4826]",14
VAT08803Vs_o,"[1577, 4667, 1820, 4797]",491
VAT08803Vs_o,"[1468, 4653, 1613, 4800]",631
VAT08803Vs_o,"[1170, 4655, 1491, 4779]",112
VAT08803Vs_o,"[820, 4659, 1155, 4782]",733
VAT08803Vs_o,"[755, 4654, 857, 4772]",859
VAT08803Vs_o,"[609, 4651, 765, 4777]",514
VAT08803Vs_o,"[475, 4665, 607, 4781]",9
VAT08803Vs_o,"[300, 4658, 478, 4787]",134
VAT08803Vs_o,"[190, 4672, 316, 4779]",10
VAT08803Vs_o,"[2772, 4595, 2880, 4711]",869
VAT08803Vs_o,"[2533, 4569, 2764, 4722]",141
VAT08803Vs_o,"[2241, 4571, 2541, 4706]",184
VAT08803Vs_o,"[1830, 4558, 2042, 4694]",812
VAT08803Vs_o,"[1632, 4538, 1834, 4683]",358
VAT08803Vs_o,"[1427, 4529, 1636, 4675]",755
VAT08803Vs_o,"[1107, 4557, 1432, 4679]",490
VAT08803Vs_o,"[910, 4514, 1098, 4660]",98
VAT08803Vs_o,"[669, 4536, 918, 4658]",24
VAT08803Vs_o,"[423, 4532, 661, 4656]",112
VAT08803Vs_o,"[246, 4535, 428, 4663]",724
VAT08803Vs_o,"[2760, 4451, 2879, 4590]",839
VAT08803Vs_o,"[2526, 4436, 2750, 4590]",599
VAT08803Vs_o,"[2244, 4438, 2539, 4578]",514
VAT08803Vs_o,"[1682, 4442, 1885, 4574]",808
VAT08803Vs_o,"[1468, 4415, 1690, 4547]",599
VAT08803Vs_o,"[1276, 4418, 1488, 4568]",514
VAT08803Vs_o,"[1102, 4423, 1289, 4568]",514
VAT08803Vs_o,"[850, 4415, 1106, 4553]",511
VAT08803Vs_o,"[655, 4402, 862, 4548]",514
VAT08803Vs_o,"[350, 4410, 660, 4551]",733
VAT08803Vs_o,"[193, 4388, 378, 4543]",514
VAT08803Vs_o,"[2737, 4309, 2881, 4459]",851
VAT08803Vs_o,"[2252, 4310, 2419, 4466]",856
VAT08803Vs_o,"[1612, 4310, 1976, 4438]",733
VAT08803Vs_o,"[1324, 4311, 1631, 4432]",184
VAT08803Vs_o,"[2753, 4185, 2945, 4318]",14
VAT08803Vs_o,"[2497, 4184, 2739, 4339]",111
VAT08803Vs_o,"[2272, 4191, 2524, 4326]",248
VAT08803Vs_o,"[1830, 4184, 2102, 4326]",14
VAT08803Vs_o,"[1613, 4176, 1867, 4330]",111
VAT08803Vs_o,"[1458, 4165, 1652, 4319]",248
VAT08803Vs_o,"[1315, 4190, 1466, 4320]",10
VAT08803Vs_o,"[1144, 4150, 1385, 4306]",511
VAT08803Vs_o,"[953, 4140, 1157, 4290]",411
VAT08803Vs_o,"[770, 4143, 958, 4296]",266
VAT08803Vs_o,"[632, 4156, 797, 4297]",10
VAT08803Vs_o,"[449, 4140, 697, 4294]",351
VAT08803Vs_o,"[339, 4138, 461, 4300]",464
VAT08803Vs_o,"[264, 4125, 372, 4305]",750
VAT08803Vs_o,"[209, 4141, 288, 4287]",839
VAT08803Vs_o,"[2761, 4038, 2947, 4197]",260
VAT08803Vs_o,"[2542, 4058, 2733, 4192]",118
VAT08803Vs_o,"[2281, 4048, 2550, 4201]",560
VAT08803Vs_o,"[2055, 4060, 2239, 4197]",808
VAT08803Vs_o,"[1885, 4054, 2071, 4191]",89
VAT08803Vs_o,"[1729, 4064, 1923, 4200]",142
VAT08803Vs_o,"[1570, 4058, 1740, 4192]",672
VAT08803Vs_o,"[1403, 4038, 1639, 4180]",737
VAT08803Vs_o,"[1261, 4009, 1449, 4174]",354
VAT08803Vs_o,"[1124, 4030, 1273, 4171]",181
VAT08803Vs_o,"[1020, 4023, 1146, 4161]",120
VAT08803Vs_o,"[883, 4011, 1053, 4154]",89
VAT08803Vs_o,"[707, 4005, 924, 4152]",737
VAT08803Vs_o,"[527, 4001, 742, 4146]",354
VAT08803Vs_o,"[344, 3989, 582, 4152]",560
VAT08803Vs_o,"[230, 3989, 346, 4133]",579
VAT08803Vs_o,"[2799, 3899, 2954, 4041]",711
VAT08803Vs_o,"[2643, 3912, 2815, 4066]",141
VAT08803Vs_o,"[2422, 3883, 2645, 4060]",350
VAT08803Vs_o,"[2213, 3877, 2427, 4064]",350
VAT08803Vs_o,"[1959, 3922, 2216, 4066]",561
VAT08803Vs_o,"[1768, 3926, 1961, 4059]",164
VAT08803Vs_o,"[1610, 3922, 1774, 4060]",253
VAT08803Vs_o,"[1397, 3891, 1607, 4046]",491
VAT08803Vs_o,"[1181, 3877, 1410, 4037]",729
VAT08803Vs_o,"[1039, 3883, 1219, 4029]",496
VAT08803Vs_o,"[893, 3886, 1051, 4012]",10
VAT08803Vs_o,"[693, 3864, 890, 4012]",491
VAT08803Vs_o,"[438, 3859, 702, 4007]",729
VAT08803Vs_o,"[230, 3870, 477, 3997]",833
VAT08803Vs_o,"[2766, 3782, 2935, 3929]",552
VAT08803Vs_o,"[2319, 3792, 2681, 3906]",672
VAT08803Vs_o,"[2200, 3789, 2324, 3915]",859
VAT08803Vs_o,"[1915, 3788, 2199, 3928]",490
VAT08803Vs_o,"[970, 3735, 1223, 3869]",112
VAT08803Vs_o,"[762, 3738, 979, 3894]",567
VAT08803Vs_o,"[473, 3736, 751, 3876]",14
VAT08803Vs_o,"[274, 3730, 488, 3881]",502
VAT08803Vs_o,"[2774, 3634, 2930, 3783]",164
VAT08803Vs_o,"[2570, 3637, 2768, 3795]",753
VAT08803Vs_o,"[2049, 3631, 2362, 3794]",127
VAT08803Vs_o,"[1729, 3626, 2014, 3794]",350
VAT08803Vs_o,"[1612, 3624, 1810, 3791]",596
VAT08803Vs_o,"[1383, 3631, 1627, 3794]",464
VAT08803Vs_o,"[829, 3601, 1181, 3746]",313
VAT08803Vs_o,"[639, 3613, 837, 3754]",498
VAT08803Vs_o,"[400, 3608, 641, 3747]",91
VAT08803Vs_o,"[230, 3594, 407, 3751]",134
VAT08803Vs_o,"[2756, 3460, 2931, 3645]",381
VAT08803Vs_o,"[2399, 3487, 2758, 3637]",580
VAT08803Vs_o,"[2177, 3490, 2372, 3651]",807
VAT08803Vs_o,"[1462, 3481, 1688, 3644]",380
VAT08803Vs_o,"[1295, 3488, 1412, 3632]",661
VAT08803Vs_o,"[1027, 3466, 1316, 3615]",580
VAT08803Vs_o,"[798, 3465, 1031, 3614]",298
VAT08803Vs_o,"[570, 3478, 802, 3623]",252
VAT08803Vs_o,"[341, 3465, 475, 3590]",578
VAT08803Vs_o,"[287, 3475, 376, 3617]",839
VAT08803Vs_o,"[2769, 3346, 2932, 3485]",164
VAT08803Vs_o,"[2593, 3352, 2771, 3507]",753
VAT08803Vs_o,"[2477, 3346, 2583, 3493]",839
VAT08803Vs_o,"[2306, 3332, 2479, 3496]",127
VAT08803Vs_o,"[2090, 3363, 2335, 3513]",223
VAT08803Vs_o,"[1853, 3358, 2098, 3526]",561
VAT08803Vs_o,"[1681, 3385, 1875, 3533]",10
VAT08803Vs_o,"[1533, 3359, 1688, 3502]",1
VAT08803Vs_o,"[1331, 3337, 1534, 3511]",491
VAT08803Vs_o,"[1119, 3347, 1342, 3510]",24
VAT08803Vs_o,"[948, 3344, 1173, 3482]",223
VAT08803Vs_o,"[752, 3329, 959, 3492]",561
VAT08803Vs_o,"[581, 3344, 763, 3489]",501
VAT08803Vs_o,"[405, 3337, 579, 3485]",98
VAT08803Vs_o,"[252, 3331, 450, 3480]",24
VAT08803Vs_o,"[2770, 3203, 2949, 3353]",552
VAT08803Vs_o,"[2475, 3164, 2760, 3356]",690
VAT08803Vs_o,"[2318, 3195, 2503, 3335]",112
VAT08803Vs_o,"[2072, 3224, 2326, 3366]",736
VAT08803Vs_o,"[1807, 3204, 2111, 3377]",560
VAT08803Vs_o,"[1196, 3212, 1531, 3373]",354
VAT08803Vs_o,"[1021, 3212, 1205, 3362]",745
VAT08803Vs_o,"[832, 3197, 1046, 3336]",112
VAT08803Vs_o,"[591, 3217, 838, 3355]",16
VAT08803Vs_o,"[424, 3218, 597, 3367]",746
VAT08803Vs_o,"[278, 3212, 455, 3337]",724
VAT08803Vs_o,"[2764, 3011, 2952, 3203]",381
VAT08803Vs_o,"[2392, 3041, 2631, 3207]",98
VAT08803Vs_o,"[2138, 3071, 2347, 3231]",292
VAT08803Vs_o,"[1884, 3072, 2147, 3232]",223
VAT08803Vs_o,"[1597, 3082, 1894, 3228]",511
VAT08803Vs_o,"[1360, 3091, 1607, 3243]",14
